tweetId|text|dayOfTweet|hashtag|language|compound|translated
30182596956651521|So I should get a haircut soon, I've hair to my shoulders. What should I do with it all?|2011-01-26|#fb|en|0.0|yes
30194034358091776|habe die anmeldung verschlafen, mal schauen ob ich tisch ruecken oder tuer stehen darf! ;)|2011-01-26|#smgzh|de|0.2942|yes
30214623391125504|The for :)|2011-01-26|#android|en|0.4588|yes
30215177995554818|The for :)|2011-01-26|#android|en|0.4588|yes
30243511395688449|Wow, heute ist ein guter Tag (bis jetzt...)|2011-01-26|#fb|de|0.7717|yes
30257663069659137|Interview with Jimmy Wales this morning in for swiss public radio (25 min. in english)|2011-01-26|#gdi|en|0.0|yes
30257663069659137|Interview with Jimmy Wales this morning in for swiss public radio (25 min. in english)|2011-01-26|#fb|en|0.0|yes
30300148332498945|haben gesichtet. doch zuerst mal was trinken|2011-01-26|#gdi|de|0.0|yes
30305028346478592|twitterpromis & sind auch da. schawinski auch. aber der twittert ja nicht|2011-01-26|#gdi|de|0.0|yes
30309657239097344|illustre runde: hinter mir muschg und franz hohler, links bolliger, boselli & brennwald|2011-01-26|#gdi|de|0.0|yes
30313121067307008|der redemarathon beginnt. gdi-präsidentin auf der bühne|2011-01-26|#gdi|de|0.0|yes
30313835948679168|wir warten mal gespannt, bis der erste den wikileaks-versprecher bringt|2011-01-26|#gdi|de|0.3818|yes
30315141652283392|gottlieb duttweiler und jimmy wales hätten viel gemeinsam. beides visionäre. beide dem gemeinwohl verpflichtet.|2011-01-26|#gdi|de|0.0|yes
30320573846396928|laudator roger de weck rezitiert rousseau und andere altfranzösische denker. f. hohler & a. muschg hinter mir schmunzeln anerkennend|2011-01-26|#gdi|de|0.6705|yes
30322377778794496|de weck hat fertig. der saal applaudiert. soll doch jeder mal versuchen, selber einen wikipedia-eintrag zu erstellen...|2011-01-26|#gdi|de|0.5574|yes
30322966076063744|...mal schauen, wer dann noch applaudiert. wikipedia-eintrag neu zu erstellen ist eine qual. fotos hochladen noch mehr. gopf!|2011-01-26|#gdi|de|0.126|yes
30323734795522048|de weck (der mit den augen) bittet von der bühne aus, seinen veralteten wikipedia-eintrag srg-mässig zu aktualisieren.|2011-01-26|#gdi|de|0.0|yes
30325084111507457|nixwef. in rüschlikon erhält wikipediagründer den preis des nachher reist er aber wohl doch ans wef|2011-01-26|#gdi|de|0.3071|yes
30326467090980864|juhuu, endlich wurde wales der preis überreicht|2011-01-26|#gdi|de|0.5267|yes
30330333777891329|wales: die richtige revolution kommt erst jetzt, wenn mit afrika, indien & china schwellenländer online sind|2011-01-26|#gdi|de|0.4215|yes
30331624553975808|ou mann, die drs-moderatorin fragt jimmy fragen, die er gerade beantwortet hat. tipp: improvisation statt skript|2011-01-26|#gdi|de|0.0|yes
30332042298265600|"ob jimmy so ein abenteurer ist wie gottlieb duttweiler? er: ""no, i'm boring"" ;-)"|2011-01-26|#gdi|de|0.2263|yes
30336884056002560|"hört auf mit und denkt begeistert: ""pump up the volume!"" Franziska Oliver on the mic! Yeah!"|2011-01-26|#fb|en|0.4724|yes
30337005544017920|"ob wales duttweiler und migros vorher kannte? ""no, but i looked it up"""|2011-01-26|#gdi|en|0.0|yes
30400316822257665|abschliessend zur gdi-preisverleihung noch das föti & danke migros, war toller abend|2011-01-26|#gdi|de|0.8779|yes
31510247990362113|hat jetzt den WhatsApp Messenger! Mal sehn was der so kann..|2011-01-30|#fb|de|0.0|yes
31517686584315904|Did anyone see the official Egyptian state TV footage of the arrests of some thugs ? It looked fishy. One of the guys was smirking!|2011-01-30|#jan25|en|-0.4926|yes
31518963183652864|My cousin, an Egyptian Navy officer, in upscale neighborhod: two thugs on motorcycle arrested. They had state police IDs and weapons|2011-01-30|#jan25|en|-0.7184|yes
31521487810723840|What should people do with anyone they arrest/suspect? There is no one at police stations.|2011-01-30|#egypt|en|-0.296|yes
31521487810723840|What should people do with anyone they arrest/suspect? There is no one at police stations.|2011-01-30|#jan25|en|-0.296|yes
31521827259940864|I hope all neighborhoods fold inwards and protect themselves. This security vacuum is intentional. I am sure Egyptians know that|2011-01-30|#jan25|en|0.8481|yes
31522441322831872|Watching CNN (for a change). Good footage of civilian militias manning intersections. Many of them have rifles. This surprises me!|2011-01-30|#jan25|en|0.6239|yes
31524795401117696|If your government shuts down your internet, shut down your government a comment on YouTube video|2011-01-30|#egypt|en|0.0|yes
31524795401117696|If your government shuts down your internet, shut down your government a comment on YouTube video|2011-01-30|#jan25|en|0.0|yes
31528417111318529|"I think Habib El Adly tried to show Mubarak and the people his ""worth"". This is not all curated"|2011-01-30|#jan25|en|0.0|yes
31532879813025792|My driver,whom I lost touch with 1yr ago,called my mom to tell her he'll come to spend the night in front of bldg. بحبك يابلدي الحرة|2011-01-30|#jan25|en|-0.3182|yes
31540494857142273|What will be Ossama Saraya's next job (regime lackey)? and the rest of the filthy rats in other publications?|2011-01-30|#egypt|en|0.0|yes
31540494857142273|What will be Ossama Saraya's next job (regime lackey)? and the rest of the filthy rats in other publications?|2011-01-30|#jan25|en|0.0|yes
31566227583279104|A friend of mine just gave birth to a baby girl in Dokki. It was a weird phone call. They want to call her ثورة (Revolution)|2011-01-30|#jan25|en|0.4215|yes
31622010513657856|RT Photo: cordon humain protégeant le musée du Caire|2011-01-30|#jan25|fr|0.0|yes
31642548376182785|If anyone has media contacts at CNN, BBC, Sky, try to reach them and connect them to your contacts in Egypt. They need media coverage|2011-01-30|#jan25|en|0.0258|yes
31645025012027392|اللي بيحصل ده هو سياسة الأرض المحروقة. This is ridiculous. Please expose this filthy regime if you have media contacts.|2011-01-30|#egypt|en|-0.2023|yes
31645025012027392|اللي بيحصل ده هو سياسة الأرض المحروقة. This is ridiculous. Please expose this filthy regime if you have media contacts.|2011-01-30|#jan25|en|-0.2023|yes
31646286176321536|Do you really want to convince me that there isn't enough army to protect cities? It's so obvious what they're doing.|2011-01-30|#egypt|en|0.6659|yes
31646286176321536|Do you really want to convince me that there isn't enough army to protect cities? It's so obvious what they're doing.|2011-01-30|#jan25|en|0.6659|yes
31647947707908097|Letting prisoners out *is* not a by-product. It's intentional. This will be added to the list of crimes against the Egyptian people.|2011-01-30|#jan25|en|-0.5106|yes
31664295443959808|How can prisoners be let go? It HAD to be with the consent of the regime. Western followers: CALL YOUR MEDIA OUTLETS to let them know|2011-01-30|#jan25|en|-0.34|yes
31670670505017345|Is this statement/paper authentic? This is the police orders to hire thugs. Please send to CNN|2011-01-30|#egypt|en|0.3182|yes
31670670505017345|Is this statement/paper authentic? This is the police orders to hire thugs. Please send to CNN|2011-01-30|#jan25|en|0.3182|yes
31686315347021825|Arab Tweeps: Please call Al Arabiya and give them a piece of your mind. They need to hear that. Flood them with calls.|2011-01-30|#egypt|en|0.3182|yes
31686315347021825|Arab Tweeps: Please call Al Arabiya and give them a piece of your mind. They need to hear that. Flood them with calls.|2011-01-30|#jan25|en|0.3182|yes
31688886929334273|Arrived at Zurich Airport. Looks like it's going to be a long trip, with my three years old niece tagging along…|2011-01-30|#fb|en|0.3612|yes
31696374344974336|A large group of tourists are walking around with cow bells. Sounds like a cow pasture here.|2011-01-30|#fb|en|0.3612|yes
31698362721902592|Footage of civilian defense forces:|2011-01-30|#egypt|en|0.128|yes
31698362721902592|Footage of civilian defense forces:|2011-01-30|#jan25|en|0.128|yes
31703506586959873|Niece realised that her mother really doesn't come along with her. Hell is breaking loose.|2011-01-30|#fb|en|-0.7845|yes
31704712420007937|Good thing my wife used to be a kindergarten teacher and was able to calm her down.|2011-01-30|#fb|en|0.6369|yes
31705911365996544|FINALLY! VOICE-TO-TWEET. PLS DISSEMINATE to in Egypt Call +16504194196 or +390662207294 to leave a tweet and hear tweets.|2011-01-30|#egypt|en|0.2789|yes
31705911365996544|FINALLY! VOICE-TO-TWEET. PLS DISSEMINATE to in Egypt Call +16504194196 or +390662207294 to leave a tweet and hear tweets.|2011-01-30|#jan25|en|0.2789|yes
31706145114554368|FINALLY!PLS DISSEMINATE to people in Egypt. Call +16504194196 or +390662207294 to leave a tweet and hear tweets.|2011-01-30|#egypt|en|-0.126|yes
31706145114554368|FINALLY!PLS DISSEMINATE to people in Egypt. Call +16504194196 or +390662207294 to leave a tweet and hear tweets.|2011-01-30|#jan25|en|-0.126|yes
31707043689668608|To hear voice tweets from Egypt, follow: PLEASE SPREAD THE WORD|2011-01-30|#egypt|en|0.4648|yes
31707043689668608|To hear voice tweets from Egypt, follow: PLEASE SPREAD THE WORD|2011-01-30|#jan25|en|0.4648|yes
31709147430916097|PLS DISSEMINATE to people in Egypt. Call +16504194196 or +390662207294 to leave/hear tweets.|2011-01-30|#egypt|en|0.2577|yes
31709147430916097|PLS DISSEMINATE to people in Egypt. Call +16504194196 or +390662207294 to leave/hear tweets.|2011-01-30|#jan25|en|0.2577|yes
31709692614934528|Follow to hear voices from Egypt. Please send phone to contacts in Egypt. +16504194196 or +390662207294|2011-01-30|#egypt|en|0.3182|yes
31709692614934528|Follow to hear voices from Egypt. Please send phone to contacts in Egypt. +16504194196 or +390662207294|2011-01-30|#jan25|en|0.3182|yes
31713965067214848|They ended up calling the baby girl her أمل (Hope)|2011-01-30|#egypt|en|0.0|yes
31713965067214848|They ended up calling the baby girl her أمل (Hope)|2011-01-30|#jan25|en|0.0|yes
31743863970340864|Allez la France !|2011-01-30|#fb|fr|0.0|yes
31792911179845632|Follow for voices from Egyptians under Mubarak's siege. Contact Egyptians and give them the phone numbers|2011-01-30|#egypt|en|0.0|yes
31792911179845632|Follow for voices from Egyptians under Mubarak's siege. Contact Egyptians and give them the phone numbers|2011-01-30|#jan25|en|0.0|yes
31809085301071872|Check voices from Egypt. Moving audio: via Pls spread the word. Contact western media|2011-01-30|#jan25|en|0.0772|yes
31810711629860864|Done 13 days snowboarding on the slopes in 8 different resorts this season! Should easily pass the 20-10 mark... Next: Avoriaz & Villars|2011-01-30|#fb|en|0.4003|yes
31814332153073665|s facebook page. Obviously not updated, maybe he is in and has no internet|2011-01-30|#egypt|en|-0.296|yes
31839325477928960|öffentl.-rechtl. Kulturplattform im Netz done right:|2011-01-30|#fb|de|0.0|yes
32606229410877441|Full text of Speech today on|2011-02-02|#egypt|en|0.0|yes
