tweetId|text|dayOfTweet|hashtag|language|compound|translated
720541041619771392|ehlnews VAUD - Région du Léman|2016-04-14|#myswitzerland|fr|0.0|yes
698273647040077826|talaga dinumali ih WE LOVE PANGAKOSAYO&gt;&gt;&gt; KATHNIEL Asias EmergingLoveteam|2016-02-12|#kca|en|0.7125|yes
741388710273486849|Apashe &amp; Odalisk &amp; Panther - No Twerk|2016-06-10|#np|en|-0.296|yes
757155217813143552|I just finished running 9.66 km in 1h:10m:52s with|2016-07-24|#endorphins|en|0.0|yes
765205165658017792|Lutry, Switzerland|2016-08-15|#lausanne|fr|0.0|yes
774688529528025088|messieurs les commentateurs, vous allez enfin comprendre qu il n y a pas que en L1?|2016-09-10|#psg|fr|0.3818|yes
729940257609764864|Civil society pushing for more and better participation in SDG agenda at UNECE region|2016-05-10|#sdgs|en|0.4902|yes
762764936883736576|Can you recommend anyone for this Senior Account Executive -|2016-08-08|#geneva|en|0.3612|yes
698556280194125824||2016-02-13|#mountains|fr|0.0|yes
749355699814137860|ça prouve une fois de plus que j'ai fait allemand 2eme langue pour rien|2016-07-02|#allita|fr|0.0|yes
697384191198109696|is using Geneva and its landmarks to host workshops directly where the action happens.|2016-02-10|#lift16|en|0.0|yes
734823326057631746|A6: sind gerade in Tannheim, die Kirche hier ist auch nicht von schlechten Eltern|2016-05-23|#rn8|de|-0.5423|yes
690676681921683457|J'ai presque réussi à tweeter la photo à 0h23|2016-01-22|#lt|fr|0.0|yes
753905904123281408|Merci :-) Vive les entrepreneurs !!!|2016-07-15|#suisse|fr|0.6884|yes
707162195944194049|Croisettes, hors du véhicule (via|2016-03-08|#controleurs|fr|0.0|yes
740371836375060480|And then the came out!!! Kleine Scheidegg|2016-06-08|#switzerland|en|0.0|yes
692003268009025537|Interesting to see top influencers|2016-01-26|#women|en|0.5423|yes
707852903361355776|Join the Oracle team! See our latest opening here:|2016-03-10|#geneva|en|0.3595|yes
728462581082394625|Want to work in geneva? View our latest opening:|2016-05-06|#hiring|en|0.0772|yes
714450106095902720|look at yourself &amp; yr brothers in mirror.|2016-03-28|#brussels|en|0.0|yes
740455271626084352|Comme si le mariage était un objectif de vie pfff|2016-06-08|#lrt|fr|0.0|yes
737888929081372673|08:09:24 beams dumped — ram pdown and refill|2016-06-01|#lhc|en|-0.4019|yes
748395311593304064||2016-06-30|#bern|fr|0.0|yes
690084830046978048|Banks are doing ok, the problem is stock market. Market cap loss doesn't mean company is losing money.|2016-01-21|#davos2016|en|-0.6597|yes
