tweetId|text|dayOfTweet|hashtag|language|compound|translated
198881258921656322|lo stomaco ha resistito anche se non vuol mangiare ma c'è un dolore che sale che sale|2012-05-05|#trlawards|fr|-0.6768|yes
277569683429920768|Début de deuxième cocar ...|2012-12-09|#handball|fr|0.0|yes
229249227715383296|a real Restaurant Fluhalp|2012-07-28|#iphone|en|0.0|yes
213279474282807297|cielo azzurro. spero di trovare un buon posto al public viewing|2012-06-14|#euro2012|fr|0.8126|yes
272713209784434689|die Freie Rede.|2012-11-25|#politik|fr|0.5106|yes
257919976357384192|Zo ontzettend mooi !! Bellwald|2012-10-15|#sky|fr|0.7232|yes
199602495113265152|wo machst du denn was?|2012-05-07|#job|de|0.0|yes
218295249741680641|Vista dalla camera. Gromo|2012-06-28|#summer|fr|0.0|yes
233234146439352320|18:10:25: beam quality issues in injectors checking|2012-08-08|#lhc|en|0.0|yes
273564366866096128|Be Live Hamaca 4* ab Fr. 1496|2012-11-27|#ferien|en|0.0|yes
218109107146723329|Bella Napa 3* ab Fr. 718|2012-06-27|#ferien|fr|0.0|yes
261538880480759809|Andaman Princess Resort &amp; Spa 4* ab Fr. 1576|2012-10-25|#ferien|fr|0.0|yes
201092317543792640|J.P. Morgan: Senior Investor - Middle East Team - Private Bank, Geneva ( )|2012-05-11|#job|fr|0.0|yes
274163691337953280|Mais POUKWA renwa!! Dit moi que tu suivais le délire du|2012-11-29|#toiaussitweetunedisquette|fr|0.0|yes
230274647055282176|Winterthur wird so gross wie [tagi.ch] Die Statistiker für 2036 mit 122'000...|2012-07-31|#bern|de|0.0|yes
197792324019945473|Wééé enfin !!!! LA PISCINE arrive au débat ;-)|2012-05-02|#ledebat|fr|0.4885|yes
195402999227629568|Panico e paura.. Non trovavo più il mio bambino|2012-04-26|#iphone|fr|-0.5106|yes
282957245107535872|Et qui te fais “Ngooooo ! Ko lela te“ c'est là que t'as versé toutes les larmes de ton corps.. -.-|2012-12-23|#lt|fr|-0.2942|yes
231731718342725632|Giardino Lago|2012-08-04|#igerssuisse|fr|0.0|yes
229539796958208000|food at macmac :) &amp;'after enjoy the cinema ~|2012-07-29|#|en|0.7351|yes
207233048637480960|Barceló Bavaro Beach 4.5* ab Fr. 1356|2012-05-28|#ferien|fr|0.0|yes
200586316113649665|Fund Onboarding and Management Associate - International Funds... at J.P. Morgan|2012-05-10|#banking|en|0.0|yes
265930222896046080|: We Barbarians - Chambray|2012-11-06|#np|en|0.0|yes
227568836466069504|Météo Genève: 14°C ( ressentie: 14°C )|2012-07-24|#geneve|fr|0.3612|yes
257456785303146496|je te follow back si tu es ou|2012-10-14|#rt|fr|0.0|yes
265924783714226176|Comment c'est possible !!!|2012-11-06|#incroyabletalent|fr|0.0|yes
277596983789772800|Turbenthal|2012-12-09|#|fr|0.0|yes
228138824935550976|Where is Basel on the map? Play the game at|2012-07-25|#basel|en|0.34|yes
248058060004814848|"Vi sembra normale che i negozi qui a chiudano alle 18 e io non posso fare shopping?! -.-"""|2012-09-18|#basel|en|0.0|yes
220823442205835264|has adopted 12 resolutions so far. It now considers a resolution on the situation in tabled by the|2012-07-05|#hrc20|en|0.0|yes
239304774812569600|// Et ben ça y est, on y est !|2012-08-25|#apple|fr|0.0|yes
215026652269379584|12:20:16: PS access finishing No beam before 12:30|2012-06-19|#lhc|en|-0.296|yes
257196602878480385|et je t'unfollow!|2012-10-13|#rt|fr|0.0|yes
234769328455684096|Ci dovrebbe essere Rihanna a cantare sul palco delle (?)|2012-08-12|#olympics|en|0.0|yes
208620082719490051|Et de 2 !|2012-06-01|#suisse|fr|0.0|yes
201041659696386049|Investment Performance Analysis Manager - Products &amp; Platform ... at J.P. Morgan|2012-05-11|#job|fr|0.0|yes
282878692517093376|Motto dei Grilli|2012-12-23|#sky|fr|0.0|yes
278836507526176768|See who is in the lead x|2012-12-12|#onedirection|en|0.0|yes
263786650868514816|Elsa &amp; Dasha's room|2012-10-31|#igers|fr|0.0|yes
213679962073481216|toi là-bas.. Tu veux pas être mon homme? Oui toi.|2012-06-15|#lt|fr|0.3565|yes
233266785506439168|Last April USA|2012-08-08|#instamood|fr|0.0|yes
264035456570777600|Maldives - has recorded impressive achievements in social and economic indicators|2012-11-01|#uprlka|en|0.5106|yes
200797845572431872|in Senior Banker, Andean Region - Based In Geneva at J.P. Morgan|2012-05-11|#job|en|0.0|yes
264092496227872769|Nada como estar con la familia!!|2012-11-01|#basel|fr|0.4738|yes
276818237801508864|davide in finale di è un ottimo argomento contro la democrazia|2012-12-06|#xf6|fr|0.1065|yes
277505022328205312|bei &lt;33|2012-12-08|#wettendass|de|0.0|yes
211965482042011648|IL EST FONZDEEEEEEE RIM K|2012-06-10|#nrj12|fr|0.0|yes
278477961135542272|2chainz ft the dream - extremely blessed|2012-12-11|#np|en|0.7346|yes
269165152610439168|Zapping tra e I feel devotion! (@ Casa Oprandi)|2012-11-15|#xf6|en|0.5093|yes
203934037985861633|&amp; bientôt congédiés... Les juges vont avoir du boulot !|2012-05-19|#fdg|fr|0.0|yes
280326859336601600|JUVE DA ORGASMO DIOSANTO! COME GIOCANO,COME CAZZO GIOCANO|2012-12-16|#juve|de|-0.3382|yes
227162862420897792|Myconian Imperial Thalasso 5* ab Fr. 975|2012-07-22|#ferien|fr|0.0|yes
256640921662283776|collisions at Point 1? Many thanks to Ian Tracey for his photo of the Rainbow!|2012-10-12|#lhc|en|0.2714|yes
186863268520931328|"App Mobile: pas encore convaincu de ""l'ouverture"" au dialogue en ligne des media suisse comme l'exemple de ""Ligne Directe"""|2012-04-02|#enld|fr|-0.3089|yes
239031778902417409|Schliesst sich doch nicht den Daltons an.|2012-08-24|#ff|de|0.0|yes
258326860511981569|Hotel HM Gran Fiesta 4* ab Fr. 686|2012-10-16|#ferien|fr|0.4767|yes
205981291047432194|to :)|2012-05-25|#ff|en|0.4588|yes
271987497561645056|i love you :) xx|2012-11-23|#followme1d|en|0.802|yes
228554685894758400|Sunset Miami Beach|2012-07-26|#lake|fr|0.0|yes
239165243933196288|Météo Genève: 18°C ( ressentie: 17°C )|2012-08-25|#geneve|fr|0.3612|yes
256499116799037440|Ou qu'elle mue !|2012-10-11|#nrj|fr|0.0|yes
212605752584585216||2012-06-12|#swiss|fr|0.0|yes
226061127354826753|Des Nachts in dunklen Gassen.|2012-07-19|#hipstamatic|fr|0.0|yes
242153397954940928|08:52:40: fill for physics|2012-09-02|#lhc|en|0.0|yes
242513788090335232|Café Cortina|2012-09-03|#instagram|fr|0.0|yes
240451378311479297|GBS St. Gallen|2012-08-28|#lol|fr|0.0|yes
250312111333449728|ZSG Bürkliplatz|2012-09-24|#zurich|fr|0.0|yes
216152573063860224|14:55:51: MD: Injection and Q2O optics|2012-06-22|#lhc|en|0.0|yes
237217097023889408|les beautés de la patrie 2 Port d'Ouchy|2012-08-19|#switzerland|fr|0.5267|yes
205024064811712512|nicht spezielles|2012-05-22|#esc12|de|-0.3089|yes
268110716521811968|Our lovely river Aare of (at Bärengraben) [pic] —|2012-11-12|#bern|en|0.5859|yes
202881433981816834|Hotel Linda Playa 3.5* ab Fr. 598|2012-05-16|#badeferien|fr|0.0|yes
239075796021547008|It's raining..|2012-08-24|#hipstamatic|en|0.0|yes
212617027595145217|Une centaine de blessés dont 65 policiers après les violences à Tunis via|2012-06-12|#réseaufdg|fr|-0.7783|yes
263255141820547072|Hôtel-Restaurant de Commune|2012-10-30|#instamood|fr|0.0|yes
276426274208100352|Enjoy and share! - 9.5 (Official video)|2012-12-05|#awesome|en|0.69|yes
273558175330992129|01 Dec : Heidi Happy in ZURICH. Check|2012-11-27|#zurich|en|0.5719|yes
237457923041792001|non vergognarsi della cultura contadina Antagnod|2012-08-20|#alps|fr|0.3724|yes
194115010178465792|estimations: 27.4%, 25.7% et le pire 20%...|2012-04-22|#radiolondres|fr|-0.6249|yes
276799499257647105|Ho appena espresso il mio voto sui concorrenti di Fallo anche tu su:|2012-12-06|#xf6|fr|0.0|yes
194579113099530242|Private Banker - Russia Team - Based in Geneva - J.P. Morgan: ( , GE)|2012-04-24|#geneva|fr|0.0|yes
200470382824796160|alert: Investment Performance Analysis Manager - Products &amp; Platfo... J.P. Morgan|2012-05-10|#banking|fr|0.296|yes
227186904175616001|Hilton Marsa Alam Nubian Resort 5* ab Fr. 901|2012-07-22|#badeferien|fr|0.0|yes
248446875907264512|Aujourd'hui, heureusement,il y a fait un temps magnifique à|2012-09-19|#lausanne|fr|0.5719|yes
267751386966532096|Hahahahahaa BOURDONNETTE elle a dit chui K.O|2012-11-11|#lrt|en|0.0|yes
201654546605408256|Al Manzil Hotel 4.5* ab Fr. 1090|2012-05-13|#badeferien|fr|0.0|yes
221193183667814400|i love u more than you could imagine plss follow me Thank you for made ​​me in life and my dreams! x27|2012-07-06|#believe|en|0.8655|yes
