tweetId|text|dayOfTweet|hashtag|language|compound|translated
384790056743227392|Bref....je vais pas manquer ça!!!|2013-09-30|#lrt|fr|0.3226|yes
311869634552950784|Ptdrrr j'suis cuit|2013-03-13|#lrt|fr|0.0|yes
288042308530753536|/ / World Wide Live Cam.|2013-01-06|#zurich|en|0.0|yes
300331200990543873|Sa fait quand même 6 ans..|2013-02-09|#lt|fr|0.0|yes
330674046368894977|Wir wollen unsere artgemässen Bräuche nicht der heuchelnden Kirche oder dem System überlassen.|2013-05-04|#luzern|de|-0.0191|yes
313401704399925248|J'y vais|2013-03-17|#off|en|0.0|yes
311463677922508800|Spot the odd one out hehe|2013-03-12|#swiss|en|-0.3182|yes
384192506826870784|mortelle le live|2013-09-29|#|fr|0.0|yes
385473459650056193|❤|2013-10-02|#beliebers|en|0.0|yes
326782191168274432|Bon en regardant les séducteurs de je me sens grave beau aussi hahahaha|2013-04-23|#lbesp2|fr|0.6597|yes
321961164709957632|Naturhistorisches Das Mammut ist mein Favorit..|2013-04-10|#basel|de|0.3612|yes
330358626701164544|Météo en Suisse &gt; Berne: 13°C Genève: 12°C Sion: 15°C Zurich: 12°C|2013-05-03|#suisse|fr|0.0|yes
322290402298306560|J'vais graille|2013-04-11|#bbl|fr|0.0|yes
342706686294913024|Blume|2013-06-06|#picoftheday|en|0.0|yes
409756736266846208|I love this dress, is it for you? No, my daughter is it a present? No, a funeral Ill just stop speaking now|2013-12-08|#christmasrocks|en|-0.7236|yes
403543363321724928|Heut gehts ab.. Erst Promispecial, dann die -Tour mit in EinsPlus, danach dann die Wdh. vom Puh!|2013-11-21|#wwm|de|0.4574|yes
302172164566700032|Charlotte est poète ce soir, comme d'habitude|2013-02-14|#starac|fr|0.0|yes
288408102619996160|Ouaaais viens on regarde Zail le mec il a l'air cool|2013-01-07|#w9|fr|0.3182|yes
390537635711963136|Trilocale di 95m² in a in zona Centro arredato. Prezzo 600€/mese|2013-10-16|#annunci|en|0.0|yes
301697527273631745|Je retourne faire le ménage pendant que j'ai la motive|2013-02-13|#bbl|fr|0.34|yes
404345816665821184|RT si tu veux que Alizée gagne|2013-11-23|#|fr|0.6124|yes
289494435513921536|C'est totalement injuste ! Mathilde a déchirer putain|2013-01-10|#stacac|fr|-0.5697|yes
308855104281391104|Learning that earphones are for the ears, not the mouth... Ward Castle|2013-03-05|#music|en|0.0|yes
415189102636838913||2013-12-23|#igers|en|0.0|yes
409743766610669568|Hurry up|2013-12-08|#christmasrocks|en|0.0|yes
335453737512493056|Enjoying a great Friday.. in Bassel :D!!!|2013-05-17|#switzerland|en|0.8547|yes
309057160770375680|Wallah retweetez mon parce que j'ai plus réfléchie a faire cette blague qu'à réviser|2013-03-05|#lt|fr|0.659|yes
380781984517484544|Nice! — Drinking an India Pale Ale by Doppelleu Brauwerkstatt AG BrauBar —|2013-09-19|#photo|en|0.4753|yes
398721533155504128|Unser Grosser (4.5J) verkündet heute er wolle alleine aus dem Kindergarten nach Hause kommen|2013-11-08|#fb|de|-0.25|yes
291137397809377280|frois Place des Augustins|2013-01-15|#|fr|0.0|yes
323914266417696768|Putain ! Ju qift nana me gjith Bostoni ! Ma keni thy karin me qiket !! Shpejt e harrut Palestinen, krejt muta jeni bo !|2013-04-15|#prayforboston|en|0.0|yes
404351974835228672|HARRY DON'T SCARE THAT POOR GUY!|2013-11-23|#1ddaylive|en|-0.7644|yes
303610209492942848|Ce dessin animé était le best quand j'étais plus petit|2013-02-18|#lt|fr|0.6369|yes
391144049186701312|tagsforlikes|2013-10-18|#love|en|0.0|yes
409967247692533760|Tori is officially in the spirit as shes put jingle all the way on|2013-12-09|#christmasrocks|en|0.1779|yes
324195171329785857|Si il aurait balancer genre sur Samir yaurai eu embrouille|2013-04-16|#lastt|fr|0.0516|yes
396619963848749056|“@NiallOfficial: me and my brother Greg in the sittin room!|2013-11-02|#storyofmylife|en|0.0|yes
417772121042198529|Et c'est fini!! On est en finale|2013-12-30|#gshc|fr|0.0|yes
382022956756795392|with bukhalid58 taken by Switzerland|2013-09-23|#switzerland|en|0.0|yes
313309997637435392|Moi aussi ahaha|2013-03-17|#lrt|fr|0.0|yes
405776576245403648|tu peu me follow|2013-11-27|#|fr|0.0|yes
289967481290887168|Météo en Suisse &gt; Berne: 1°C Genève: -2°C Sion: -2°C Zurich: 1°C|2013-01-12|#suisse|fr|0.0|yes
306113574156255232|Et bas il y a pas foule pour les se soir...|2013-02-25|#rt|fr|-0.296|yes
328965916899561472|La Heineken ??|2013-04-29|#lrt|fr|0.0|yes
411953762115543040|Manquait plus qu'la manouche, bye bye|2013-12-14|#nma|fr|0.0|yes
307963396777730048||2013-03-02|#tweegram|en|0.0|yes
300126801567576066|Regime will ohne Vorbedingungen, der niemanden ausschliesst:|2013-02-09|#syria|de|-0.296|yes
295836127900880896|Zürich|2013-01-28|#zurich|en|0.0|yes
393898665175449600|&gt; Pour le Monde, la c'est le pays de l'Amour, du Romantisme, ... Mais ça, c'était avant de découvrir|2013-10-26|#confessionsintimes|fr|0.8316|yes
409971778870464512|Ready for the if you ask me..|2013-12-09|#christmasrocks|en|0.3612|yes
409064991531479040|Framünster's work of Marc Chagall Fraumünster|2013-12-06|#art|en|0.0|yes
409771924693065729|the nightmare before is honestly the best movie ever|2013-12-08|#christmasrocks|en|0.802|yes
327823162274369536|à ma petite que je vois demain huhu ♡|2013-04-26|#ff|fr|0.0|yes
409766369702322176|excited for|2013-12-08|#christmasrocks|en|0.34|yes
348183197936394240|Maggiociondolo|2013-06-21|#me|en|0.0|yes
307601829896790016|what's the time? it's time !! ;)|2013-03-01|#askthedragon|en|0.3578|yes
